recipe_id,model,category,meal_type,title,ingredients_json,instructions,servings,claimed_energy_kcal,claimed_protein_g,claimed_fat_g,claimed_carbs_g,claimed_saturated_fat_g,claimed_sugar_g,claimed_fiber_g,claimed_salt_g,claimed_calcium_mg,claimed_iron_mg,claimed_magnesium_mg,claimed_phosphorus_mg,claimed_potassium_mg,claimed_zinc_mg,claimed_iodine_ug,claimed_selenium_ug,claimed_vitamin_a_rae_ug,claimed_vitamin_d_ug,claimed_vitamin_e_mg,claimed_vitamin_c_mg,claimed_folate_ug,claimed_vitamin_b12_ug,claimed_vitamin_b1_mg,claimed_vitamin_b2_mg,claimed_vitamin_b3_mg,claimed_vitamin_b6_mg,claimed_fsa_score,claimed_fsa_category,claimed_who_score
grok4_fast_breakfast_22,grok4_fast,breakfast,Breakfast Burritos,Veggie-Packed Spinach and Egg Breakfast Burritos,"[""4 pieces Tortilla, wheat flour, soft"", ""200 g Egg, raw, whole"", ""100 g Spinach, raw"", ""100 g Tomato, ripe, red"", ""80 g Avocado, raw"", ""60 g Black beans, cooked, canned, drained"", ""50 g Cheddar cheese, reduced fat"", ""10 g Olive oil"", ""5 g Lime juice"", ""2 g Salt"", ""2 g Chili powder""]","In a medium bowl, whisk the eggs with 1 g of salt and the chili powder until well combined. Chop the spinach roughly, dice the tomato into small cubes, and mash the avocado with the lime juice and remaining 1 g of salt until smooth. Heat the olive oil in a non-stick skillet over medium heat for 1 minute. Add the spinach and sauté for 2 minutes until wilted, then pour in the egg mixture. Cook gently, stirring occasionally with a spatula, for 3-4 minutes until the eggs are just set but still soft. Remove from heat. Warm the tortillas in a microwave for 20 seconds or on a dry skillet for 30 seconds per side. Spread one-quarter of the avocado mixture on each tortilla, top with one-quarter of the egg-spinach mixture, black beans, diced tomato, and shredded cheddar cheese. Fold the bottom of the tortilla up, then fold in the sides and roll tightly to enclose the filling. Serve immediately.",4,1250,56,62,112,16,8,20,4.2,650,12,220,800,1900,6,120,70,800,4,6,45,320,3,0.6,1.2,4,0.8,6,healthy,5
grok4_fast_breakfast_23,grok4_fast,breakfast,Breakfast Burritos,Veggie-Packed Breakfast Burritos with Scrambled Eggs and Black Beans,"[""4 pieces Tortilla, wheat flour, soft"", ""4 pieces Egg, raw, whole"", ""100 g Black beans, cooked, drained"", ""100 g Bell pepper, red, raw, chopped"", ""80 g Spinach, raw, chopped"", ""80 g Avocado, raw, sliced"", ""60 g Cheddar cheese, mild, grated"", ""20 g Onion, red, raw, finely chopped"", ""15 ml Olive oil"", ""5 g Salt"", ""2 g Chili powder"", ""2 g Cumin, ground""]","Heat 15 ml olive oil in a large non-stick skillet over medium heat. Add 20 g finely chopped red onion and 100 g chopped red bell pepper, and sauté for 3-4 minutes until softened and fragrant. Stir in 80 g chopped spinach, 100 g cooked black beans, 2 g chili powder, 2 g cumin, and 5 g salt, cooking for another 2 minutes until the spinach wilts and everything is well combined. Crack 4 eggs into a bowl, whisk lightly with a fork, then pour into the skillet. Gently scramble the eggs with the vegetables over medium-low heat for 3-5 minutes, stirring occasionally, until just set but still creamy. Remove from heat. Warm the 4 wheat tortillas in the microwave for 20 seconds or in a dry skillet. Divide the egg mixture evenly among the tortillas, top each with 20 g grated cheddar cheese and 20 g sliced avocado. Fold the bottom of each tortilla up over the filling, then fold in the sides and roll tightly to enclose. Serve immediately while hot.",4,1450,62,72,136,20,10,22,4.5,650,12,220,850,1900,6.5,120,65,800,4,6,140,320,3,0.6,1.2,6,1.1,6,healthy,5
grok4_fast_breakfast_24,grok4_fast,breakfast,Breakfast Burritos,Veggie-Packed Turkey Breakfast Burritos,"[""4 pieces Tortilla, wheat flour, soft"", ""200 g Turkey breast, lean, cooked"", ""4 pieces Egg, raw, whole"", ""100 g Spinach, raw"", ""100 g Bell pepper, red, raw"", ""50 g Onion, raw"", ""100 g Avocado, raw"", ""80 g Cheddar cheese, reduced fat"", ""10 g Olive oil"", ""5 g Salsa, mild""]","Chop the onion, bell pepper, and spinach into small pieces. Heat 10 g olive oil in a non-stick skillet over medium heat. Add the chopped vegetables and sauté for 4-5 minutes until softened and fragrant, stirring occasionally. Dice the cooked turkey breast into small cubes and add to the skillet, cooking for another 2 minutes to heat through. In a bowl, whisk the 4 eggs until well beaten, then pour over the vegetable and turkey mixture. Stir gently with a spatula, cooking for 3-4 minutes until the eggs are set but still moist, forming soft scrambles. Remove from heat. Warm the 4 tortillas in a microwave for 20 seconds or on a dry skillet. Divide the egg mixture evenly among the tortillas, topping each with 25 g sliced avocado, 20 g shredded cheddar cheese, and a teaspoon of salsa. Fold the bottom of each tortilla up, then fold in the sides and roll tightly to enclose the filling. Serve immediately while warm.",4,1450,92,68,112,20,12,20,4.2,650,12,220,1100,2200,8,120,85,800,4,6,140,320,3.5,0.8,1.2,18,1.4,6,healthy,5
grok4_fast_breakfast_25,grok4_fast,breakfast,Breakfast Burritos,Veggie-Packed Spinach and Black Bean Breakfast Burritos,"[""4 pieces Egg, raw"", ""100 g Black beans, cooked"", ""100 g Spinach, raw"", ""80 g Tomato, ripe, red"", ""50 g Avocado, raw"", ""100 g Cheddar cheese, mild"", ""4 pieces Wheat tortilla, medium"", ""15 ml Olive oil"", ""5 g Salt"", ""2 g Black pepper, ground"", ""5 g Cumin, ground""]","Heat 15 ml olive oil in a large non-stick skillet over medium heat. Add 100 g chopped spinach and sauté for 2 minutes until wilted, then stir in 100 g drained black beans, 5 g cumin, 5 g salt, and 2 g black pepper, cooking for 1 minute to combine flavors. Crack 4 eggs into the skillet, scramble gently with a spatula for 3-4 minutes until just set but still moist. Remove from heat and stir in 80 g diced tomato and 50 g diced avocado. Warm 4 wheat tortillas in a microwave for 20 seconds or on a dry skillet. Divide the egg mixture evenly among the tortillas, top each with 25 g shredded cheddar cheese, then roll tightly into burritos, folding in the sides first. Serve immediately while hot.",4,1450,65,72,128,24,8,20,4.5,850,12,220,950,1800,7,120,70,650,4,6,35,320,3.5,0.6,1.2,6,0.8,6,healthy,5
grok4_fast_breakfast_26,grok4_fast,breakfast,Breakfast Casseroles,Spinach and Egg Breakfast Casserole with Whole Grain Toast,"[""300 g Spinach, raw"", ""8 piece Egg, raw"", ""200 ml Milk, semi-skimmed, 1.5% fat"", ""150 g Cottage cheese, low-fat"", ""100 g Onion, raw"", ""100 g Red bell pepper, raw"", ""100 g Whole grain bread, sliced"", ""50 g Cheese, cheddar, reduced fat"", ""5 g Salt"", ""2 g Black pepper, ground"", ""10 ml Olive oil""]","Preheat your oven to 180°C (350°F). Heat 10 ml olive oil in a large skillet over medium heat. Add 100 g chopped onion and 100 g diced red bell pepper, sauté for 4-5 minutes until softened. Stir in 300 g fresh spinach and cook for 2 minutes until wilted, then season with 5 g salt and 2 g black pepper. Remove from heat and let cool slightly. In a large bowl, whisk together 8 eggs, 200 ml semi-skimmed milk, and 150 g cottage cheese until smooth. Cut 100 g whole grain bread into 2 cm cubes and fold into the egg mixture along with the vegetable mixture and 50 g grated reduced-fat cheddar cheese. Pour everything into a greased 20x30 cm baking dish. Bake in the preheated oven for 35-40 minutes, or until the top is golden and the center is set when tested with a knife. Let the casserole rest for 5 minutes before slicing into portions.",6,1650,118,78,102,27,28,15,6.5,950,12,250,1100,2200,8,120,85,1400,8,6,140,450,4.5,0.8,1.8,8,1.2,6,healthy,5
grok4_fast_breakfast_27,grok4_fast,breakfast,Breakfast Casseroles,Vegetable and Egg Breakfast Casserole with Spinach and Peppers,"[""6 piece Egg, raw"", ""200 ml Milk, low fat"", ""200 g Spinach, raw"", ""150 g Bell pepper, red, raw"", ""100 g Onion, raw"", ""100 g Tomato, raw"", ""150 g Cheese, cheddar, reduced fat"", ""100 g Whole wheat bread"", ""5 g Olive oil"", ""2 g Salt"", ""1 g Black pepper, ground""]","Preheat your oven to 180°C. Grease a 20x30 cm baking dish with the olive oil. Chop the onion, bell pepper, and tomato into small pieces. Wilt the spinach in a pan over medium heat for 2 minutes, then drain excess water. Cube the whole wheat bread into 2 cm pieces. In a large bowl, whisk together the eggs, milk, salt, and black pepper until smooth. Stir in the chopped vegetables, bread cubes, and 100 g of the grated cheese. Pour the mixture into the prepared baking dish and sprinkle the remaining 50 g cheese on top. Bake in the preheated oven for 35-40 minutes, until the top is golden and the center is set when tested with a knife. Let it cool for 5 minutes before slicing.",6,1850,125,95,110,35,25,18,5.5,1400,15,250,1200,2200,10,120,90,1200,8,6,180,400,4.5,1.2,2.2,8,1.5,6,healthy,5.5
grok4_fast_breakfast_28,grok4_fast,breakfast,Breakfast Casseroles,Spinach and Mushroom Egg Breakfast Casserole,"[""300 g Spinach, raw"", ""200 g Mushrooms, white, raw, sliced"", ""1 small Onion, raw, finely chopped"", ""6 piece Egg, raw, whole"", ""200 ml Milk, semi-skimmed"", ""150 g Cheese, cheddar, reduced fat, grated"", ""100 g Whole wheat bread, sliced"", ""10 ml Olive oil"", ""3 g Salt"", ""2 g Black pepper, ground""]","Preheat your oven to 180°C (350°F) and lightly grease a 20x30 cm baking dish with a bit of olive oil. Heat 10 ml olive oil in a large skillet over medium heat. Add the finely chopped onion and sliced mushrooms, cooking for 5-7 minutes until softened and the liquid has evaporated, stirring occasionally. Add the spinach and cook for another 2-3 minutes until wilted, then season with 3 g salt and 2 g black pepper. Remove from heat and spread evenly in the prepared baking dish. Cut the whole wheat bread into 2 cm cubes and scatter them over the vegetables. In a bowl, whisk together the 6 eggs and 200 ml milk until well combined, then pour evenly over the bread and vegetables. Sprinkle the grated cheese on top. Bake in the preheated oven for 30-35 minutes, or until the top is golden and the center is set when gently pressed. Let it rest for 5 minutes before slicing into portions.",6,1850,128,112,92,42,22,14,6.5,1450,15,220,1200,2800,10,120,85,2100,12,6,60,420,6,0.8,2.2,8,1.2,6,healthy,5
grok4_fast_breakfast_29,grok4_fast,breakfast,Breakfast Casseroles,"Spinach, Mushroom and Feta Egg Breakfast Casserole","[""8 piece Egg, raw"", ""200 ml Milk, semi-skimmed"", ""200 g Spinach, raw"", ""150 g Mushrooms, white, raw"", ""100 g Cheese, feta"", ""100 g Whole wheat bread, average"", ""1 piece Onion, raw"", ""5 g Olive oil"", ""2 g Salt, table"", ""1 g Black pepper, ground""]","Preheat your oven to 180°C. Chop the onion and slice the mushrooms. Heat the olive oil in a large skillet over medium heat and sauté the onion for 3 minutes until softened. Add the mushrooms and cook for another 5 minutes until they release their liquid and soften. Stir in the spinach and cook for 2 minutes until wilted. Remove from heat and let cool slightly. In a large bowl, whisk together the eggs, milk, salt, and black pepper until well combined. Cut the whole wheat bread into 2 cm cubes. In a greased 20x30 cm baking dish, layer the bread cubes, vegetable mixture, and crumble the feta cheese evenly over the top. Pour the egg mixture over everything, ensuring it soaks in evenly. Bake in the preheated oven for 35-40 minutes, or until the top is golden and the center is set when gently pressed. Let it rest for 5 minutes before slicing.",6,1450,92,82,72,32,18,12,5.2,850,12.5,220,950,2100,8.5,120,95,950,6.5,4.2,45,320,4.8,0.8,1.9,8.5,1.2,6,healthy,5
grok4_fast_breakfast_30,grok4_fast,breakfast,Breakfast Casseroles,"Spinach, Tomato and Feta Egg Breakfast Casserole","[""300 g Spinach, raw"", ""200 g Tomatoes, ripe, raw"", ""150 g Feta cheese, from cow's milk"", ""8 piece Egg, raw, whole"", ""200 ml Milk, 1.5% fat"", ""100 g Whole wheat bread, sliced"", ""1 piece Onion, raw"", ""20 ml Olive oil"", ""5 g Salt"", ""2 g Black pepper, ground""]","Preheat your oven to 180°C. Chop the onion finely and sauté it in 20 ml olive oil in a large skillet over medium heat until soft and translucent, about 5 minutes. Add the 300 g spinach and cook until wilted, stirring frequently, for another 3-4 minutes. Dice the 200 g tomatoes and crumble the 150 g feta cheese. Cut the 100 g whole wheat bread into 2 cm cubes. In a large bowl, whisk together the 8 eggs, 200 ml milk, 5 g salt, and 2 g black pepper until well combined. Grease a 2-liter baking dish with a little olive oil. Spread the bread cubes evenly in the dish, then layer the sautéed spinach and onion mixture over the bread. Scatter the diced tomatoes and crumbled feta on top. Pour the egg mixture evenly over everything, pressing down gently to ensure the bread is soaked. Bake in the preheated oven for 35-40 minutes, or until the top is golden and the center is set when gently pressed. Let the casserole rest for 5 minutes before slicing into portions.",6,1850,120,115,95,40,25,15,6.5,950,18,250,1200,2800,12,120,140,2200,10,8,90,650,6,1.2,2.8,8,1.5,6,healthy,5
grok4_fast_breakfast_31,grok4_fast,breakfast,Breakfast Potatoes,Herbed Oven-Roasted Breakfast Potatoes with Bell Peppers and Onions,"[""600 g Potatoes, boiled, cooked without salt"", ""1 tbsp Olive oil"", ""150 g Red bell pepper, raw"", ""100 g Onion, raw"", ""2 cloves Garlic, raw"", ""1 tsp Rosemary, dried"", ""1 tsp Paprika powder, smoked"", ""0.5 tsp Salt, table"", ""0.25 tsp Black pepper, ground""]","Preheat your oven to 220°C. Dice the cooked potatoes into 2 cm cubes and chop the red bell pepper and onion into similar-sized pieces. Mince the garlic cloves. In a large bowl, toss the potato cubes, bell pepper, onion, and garlic with the olive oil, dried rosemary, smoked paprika, salt, and black pepper until evenly coated. Spread the mixture in a single layer on a baking sheet lined with parchment paper. Roast in the preheated oven for 25-30 minutes, stirring halfway through, until the potatoes are golden brown and crispy on the edges and the vegetables are tender and slightly caramelized. Remove from the oven and serve hot.",4,610,13.2,15.8,106.5,2.2,13.8,15.4,3.0,112,4.5,138,485,2540,2.3,4,4,180,0,3.2,145,110,0,0.6,0.3,5.5,1.3,5,healthy,6
grok4_fast_breakfast_32,grok4_fast,breakfast,Breakfast Potatoes,Herbed Breakfast Potatoes with Bell Peppers and Onions,"[""500 g Potatoes, boiled, peeled"", ""1 tbsp Olive oil"", ""1 medium Onion, raw, chopped"", ""1 medium Red bell pepper, raw, diced"", ""2 cloves Garlic, raw, minced"", ""1 tsp Paprika powder, smoked"", ""0.5 tsp Dried thyme"", ""0.25 tsp Salt, table"", ""0.25 tsp Black pepper, ground"", ""2 tbsp Fresh parsley, chopped""]","Dice the boiled and peeled potatoes into 1 cm cubes. Heat 1 tablespoon of olive oil in a large non-stick skillet over medium heat. Add the chopped onion and diced red bell pepper, and sauté for 4-5 minutes until they begin to soften and the onion turns translucent. Stir in the minced garlic, smoked paprika, dried thyme, salt, and black pepper, and cook for 1 minute until fragrant. Add the diced potatoes to the skillet and spread them out evenly. Cook undisturbed for 5 minutes until the bottom is golden and crispy, then flip the potatoes with a spatula and cook for another 5 minutes, stirring occasionally, until all sides are crispy and tender. Remove from heat, stir in the chopped fresh parsley, and serve immediately while hot.",4,620,12.5,16.2,105.8,2.3,10.1,13.4,1.8,120,4.2,140,420,2100,2.1,8,4,250,0,3.5,140,120,0,0.5,0.3,4.8,1.2,6,healthy,5
grok4_fast_breakfast_33,grok4_fast,breakfast,Breakfast Potatoes,Herbed Breakfast Potatoes with Bell Peppers and Onions,"[""500 g Potatoes, raw, peeled"", ""1 tbsp Olive oil"", ""1 medium Onion, raw, chopped (100 g)"", ""1 medium Red bell pepper, raw, diced (100 g)"", ""2 cloves Garlic, raw, minced"", ""1 tsp Paprika powder"", ""1 tsp Dried thyme"", ""1 tsp Dried rosemary"", ""0.5 tsp Salt"", ""0.25 tsp Black pepper, ground""]","Wash, peel, and cut the potatoes into 1.5 cm cubes. Heat the olive oil in a large non-stick skillet over medium heat. Add the potato cubes in a single layer and cook for 10 minutes, stirring occasionally, until they start to brown and soften. Add the chopped onion, diced red bell pepper, and minced garlic to the skillet. Season with paprika, thyme, rosemary, salt, and black pepper. Stir everything together and cook for another 10-12 minutes over medium heat, stirring frequently, until the potatoes are golden brown and crispy on the outside and tender inside. Check doneness by piercing a potato cube with a fork; it should be soft. Remove from heat and serve hot.",4,665,10.5,15.2,124.8,2.1,12.4,15.2,2.9,112,4.2,142,452,2738,2.1,4,2.5,280,0,3.2,162,145,0,0.52,0.28,4.8,1.15,5,healthy,6
grok4_fast_breakfast_34,grok4_fast,breakfast,Breakfast Potatoes,Herbed Breakfast Potatoes with Bell Peppers and Onions,"[""500 g Potatoes, boiled, peeled"", ""1 tbsp Olive oil"", ""1 piece Onion, raw, chopped"", ""1 piece Bell pepper, red, chopped"", ""2 cloves Garlic, raw, minced"", ""1 tsp Paprika, smoked"", ""0.5 tsp Thyme, dried"", ""1 pinch Salt"", ""1 pinch Black pepper, ground""]","Dice the boiled and peeled potatoes into 1 cm cubes. Heat 1 tablespoon of olive oil in a large non-stick skillet over medium heat. Add the chopped onion and red bell pepper, and sauté for 4-5 minutes until softened and fragrant. Stir in the minced garlic, smoked paprika, dried thyme, salt, and black pepper, cooking for 1 minute until aromatic. Add the diced potatoes to the skillet and spread them out evenly. Cook undisturbed for 5 minutes until the bottom is golden and crispy, then flip the potatoes using a spatula and cook for another 5 minutes, stirring occasionally, until all sides are crispy and tender. Taste and adjust seasoning if needed. Serve hot.",2,550,10,15,95,2,8,10,1.5,70,4,100,300,1800,2,10,5,300,0,3,120,100,0,0.4,0.3,4,0.8,6,healthy,5
